pose_id,pose,pose_id.1,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index,pose_id.2,right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder
160,jumping_jacks_down,160,-0.0019915827942836467,-1.3808713372228998,-0.9513471905239305,0.01717643580021495,-1.442396043118973,-0.8899805449402235,0.027756998162925137,-1.4405436888660899,-0.8901140143499806,0.038743958396185045,-1.4393445815945471,-0.8900494331536963,-0.020682261892207038,-1.4461372048707792,-0.8984165960433568,-0.03493764037708467,-1.4452417543418243,-0.8984401763609269,-0.0486135676875351,-1.4430947423655078,-0.898604901722239,0.05274115790891026,-1.408778955867382,-0.4922816941576396,-0.06931673762173138,-1.406708772415557,-0.5374994795611266,0.01949777393632701,-1.303772649664349,-0.7998196848329424,-0.03061217760512743,-1.3059372746941977,-0.8129071941922863,0.17908791619002337,-0.9603856706178858,-0.2573776022782585,-0.18771702753403055,-0.9645184821952943,-0.285456226348222,0.2225231739544933,-0.47631933504016105,-0.05607911307334964,-0.213828557450738,-0.4698488477757966,-0.1336647895312871,0.22618685751999726,-0.05065874397196163,-0.41045397391038185,-0.24426653666289289,-0.02268739759432191,-0.4807023385992994,0.23063848461557457,0.09654431675057264,-0.5073680685389331,-0.2573956965627614,0.1214311884373418,-0.5847566977574035,0.21326416976815943,0.09745341017755012,-0.625897975607068,-0.2359325787102192,0.12513768231000996,-0.7208196296471302,0.20471940858871773,0.05061440575646506,-0.46369638199849894,-0.22574371598051698,0.08024858487805805,-0.543665804790384,0.10005597223392977,-0.007505965659362171,-0.010032242982247322,-0.10005597223392977,0.007506219027468309,0.010032242982247322,0.08603914090374992,0.6674540023689344,0.019801194875739198,-0.07657706927850398,0.6517549247155919,0.09207633742660684,0.053315160586285826,1.239359475173667,0.7121087475365612,-0.03568329573559714,1.2228741623601975,0.789741505226529,0.04565425948786661,1.2965428280511264,0.7552627257985863,-0.028168462673751147,1.2804297714551354,0.8338589800767828,0.08102970936527487,1.444275201936931,0.345636950388987,-0.06499469399582183,1.4581643217859195,0.4209481295679728,160,7.821874,12.299977,15.342846,136.59654,132.10333,125.20679,117.57393
161,jumping_jacks_down,161,0.0068284698790291275,-1.1728127658637086,-1.3442732411961609,0.03484600197569575,-1.2260143942545707,-1.2941018261885078,0.0519078975922209,-1.2213598788728341,-1.2941467992245563,0.0678626985712137,-1.2159156602399994,-1.294160756373675,-0.01185856884810735,-1.230840970269052,-1.2812242237844371,-0.026733635854223153,-1.2291873194875165,-1.2814176078394464,-0.04020171677517553,-1.2265710712701774,-1.2816349904369673,0.09880035180348593,-1.1704338085663137,-0.9365004746917224,-0.05447602272249515,-1.1856897867198994,-0.8889665537839556,0.03935349042242619,-1.0881266780309833,-1.2090409501320913,-0.0192588187350345,-1.0969415287910136,-1.1952022429317752,0.1678584065339703,-0.7430157343598051,-0.7056604715302425,-0.1364417555749077,-0.8074606217628166,-0.5572872919519245,0.16744354966135133,-0.3055371532193664,-0.5871781357383917,-0.20374082181787062,-0.3612754353077333,-0.3635576811926944,0.1331133244388662,0.04387432926998708,-0.8438763164526208,-0.23375144508267592,-0.0030617569279153918,-0.6522306631362219,0.1370741113546238,0.17658257459458898,-0.9392983403119664,-0.2561257631360053,0.10617910884386629,-0.7452880551609484,0.11006662072675161,0.1637595407665859,-1.0226568512594383,-0.24911656038839672,0.11321304676130163,-0.8501369313842428,0.10351688345113916,0.11437744131144437,-0.8798951628691547,-0.23544270262711384,0.0788639212327185,-0.7020825369687779,0.08578227263203016,0.018998978102196234,0.01073826997211169,-0.08578259636034999,-0.01899930396285829,-0.01073826997211169,0.08283610648692291,0.5176084933379252,0.08240334569357356,-0.07212337422071227,0.5120808419692486,-0.11513466899043383,0.04080280466388024,0.9837437573540251,0.976878119393044,-0.08347431069981824,1.0136400870754931,0.668092866184785,0.03319318280762885,1.0293244333974416,1.0461696074425357,-0.08708179952454133,1.058307752332335,0.7253355932536241,0.043840461859952384,1.1745648920862468,0.6666636734999767,-0.06590575700083989,1.1795350522722847,0.29314066537636907,161,15.651138,28.39768,27.397175,111.485596,125.68512,117.896545,128.40591
162,jumping_jacks_down,162,-0.045678717069821184,-1.272977682905559,-1.2258212912188786,-0.02411678576406374,-1.3303598608909037,-1.1705778492272025,-0.01022589188111764,-1.3296313838607072,-1.1705752725125678,0.0014529796351851405,-1.328721971185782,-1.170582499882885,-0.06541400699133537,-1.3239909764738018,-1.172824346359749,-0.07875200788295529,-1.3203561329266296,-1.1729935715696738,-0.08853206025780025,-1.3174347250998335,-1.17314452933926,0.02195077430328404,-1.2960966788725,-0.8011033661952962,-0.09868834648758035,-1.2780568483267432,-0.8193289715815597,-0.015858273744635866,-1.2091356603816104,-1.0851322531751284,-0.06911900630794537,-1.2063051917274168,-1.09079815537269,0.14840180693124116,-0.8520344772309153,-0.5151475365954444,-0.19302827125509558,-0.8232832648967617,-0.5763280433394314,0.19313232443876685,-0.3835782039072018,-0.2773721227862032,-0.21854600000703706,-0.3319358567856508,-0.4318996895868483,0.21808210757715646,0.05315412445185876,-0.5171574578062675,-0.20185456632461546,0.08041925956557525,-0.6740544079837545,0.23764136180152787,0.17947720329673839,-0.6015940710642317,-0.20768950519200646,0.20904473139656915,-0.7693527742305164,0.2154399066825068,0.18638617129109603,-0.7004916886779652,-0.18205129931920858,0.21057965726079209,-0.8673061202006053,0.2007191569221995,0.14255711425625656,-0.5588403210392267,-0.17508910017129573,0.1660961985042849,-0.7168875962355528,0.08954778859753973,-0.008151302046095339,0.03194851716697945,-0.08954778859753973,0.008151302046095339,-0.03194851716697945,0.10689271691428201,0.5988360227555087,0.15110092179597298,-0.03432733802303291,0.6316526204187577,0.1375098749578658,0.09029961527108622,1.0695846084549112,1.0705769578228412,-0.017751672986822616,1.0872768339117496,1.0049443071677295,0.08204786471845153,1.120033957649401,1.141333583595105,-0.0157458003603113,1.1293148019396375,1.0742067736341405,0.09813139066669081,1.258030852622163,0.7559130496728463,-0.0044684050753609605,1.2587862699370789,0.6697898824162899,162,18.974087,10.196437,12.994549,132.82745,128.16096,132.96078,124.42481
163,jumping_jacks_down,163,0.007353087051373702,-1.3837283427587257,0.46608471731197526,-0.002627123386361821,-1.440869483919117,0.3460210458308861,-0.01093892559792387,-1.4392449595387393,0.34608513696182774,-0.020135783098455633,-1.4371210877755305,0.345868698856882,0.019750976451077498,-1.4429150328716827,0.369913558862842,0.026969931621296205,-1.44209117404829,0.36986853235402584,0.034337312767758324,-1.4402403271028328,0.3696224408686785,-0.02757022921404953,-1.4086266421100513,-0.08629557247186963,0.052179652182195405,-1.4038969886513584,0.013568301281172214,-0.002409983169026709,-1.3222845471029667,0.3346039357949977,0.022167555736498198,-1.3250160095876222,0.3612212569084722,-0.16361772360021115,-0.986843565109017,-0.4441774021676401,0.20535376363898875,-0.955599490924042,-0.030346674492463935,-0.22772307407847464,-0.4317027520420005,-0.3572339822639604,0.23894895502568006,-0.37279396826150457,-0.0028584419996008784,-0.2800494874218221,0.04918806082163406,-0.0564518907122762,0.2919444030318468,0.04965203058019726,0.11546435203653482,-0.2893763620023283,0.14350558913334113,-0.06015875512300044,0.3078247718256706,0.16757024234571166,0.1611031606572154,-0.2740319640947307,0.146337197956591,-0.04723811184172413,0.30198011726327895,0.16506404840753688,0.12894802096715552,-0.2603403110654851,0.10382277489687941,-0.043586053969535694,0.28454732964715457,0.12221153795341887,0.10744075445344174,-0.0879250803687571,-0.01127975489785634,-0.23924145732998509,0.08792534751632829,0.01127975489785634,0.23924145732998509,-0.0478428926564448,0.855432509108119,-0.13519075698259897,0.027285471760694565,0.8588170259736082,0.38644241624264664,-0.01546314136006805,1.633427097473616,0.07140272681800365,0.015549998321303238,1.6164389162743726,0.720235267725383,0.006602166072173264,1.7326909747820758,0.08947545915505949,0.03119564761616223,1.7138937430891938,0.7506950452136439,-0.05148700167408332,1.8064275902120681,-0.1705695226990946,-0.02187950022494624,1.7927509945913804,0.5221209361179443,163,16.268843,11.246489,33.542503,165.72203,171.9751,166.61565,156.96732
164,jumping_jacks_down,164,0.0009811978911454442,-1.3531928982787815,-0.9823153281372967,0.018603696987762867,-1.3623013773519999,-0.9462199318012264,0.028896975977309308,-1.3562568305590483,-0.9461744635989813,0.04006796623306747,-1.3493599044676046,-0.9463157627369858,-0.013834479671559976,-1.3651864266953286,-0.9354448980515655,-0.024696779370202877,-1.3613443303848225,-0.9356370914558919,-0.035024125183272616,-1.3563848192296641,-0.9358167052504401,0.05736042936734842,-1.286410739836971,-0.6897087101590089,-0.05375637116581915,-1.285885651864722,-0.6426545690466715,0.026584374179381396,-1.28381949525301,-0.8855728579072517,-0.01933396548260288,-1.288729330237864,-0.8718045635935266,0.1914238777044505,-0.8748640221393299,-0.46587745435640854,-0.17796309726708803,-0.8968609979937918,-0.4619209899034799,0.26823300391090943,-0.43809040304060526,-0.22870733845417535,-0.24770784240052754,-0.4739834182602045,-0.2758389726204121,0.1898848244602166,-0.09623238920072866,-0.38303106778590157,-0.17310809875021219,-0.09043900051822028,-0.4278431592216319,0.16991114374069832,0.025022996557230785,-0.4547760594629177,-0.175399758155523,0.03631529145854985,-0.4971545279393233,0.14753567887702695,-0.012074354624093819,-0.5298212719003528,-0.14466413932588965,0.0104871281185685,-0.5766704406737824,0.14564475091420118,-0.0554119319720259,-0.4121368519972131,-0.13532014692453032,-0.040366184929458176,-0.4624409618724565,0.10961651374836363,0.006167585564296956,0.01619437969489489,-0.10961660898132497,-0.0061677817884917404,-0.01619437969489489,0.10751215321610993,0.6192063757444218,0.01879469953712854,-0.12314554299821431,0.5808423530913674,0.04739842155594158,0.04026896314951894,1.1762043664143194,0.8635276675977057,-0.08805100743570281,1.1653870979536594,0.7854957501674996,0.0166243640454429,1.2279477563963812,0.9254936294175911,-0.0726950024786536,1.2208761553360592,0.8372044797810697,0.06691678019892038,1.3519521456755796,0.5672243496789746,-0.11499851818503587,1.3411004604656311,0.43511492667839347,164,12.825198,13.443212,21.970541,134.43835,123.57453,131.07187,123.619995
165,jumping_jacks_down,165,-0.09209467133245625,-1.2674977333658208,-1.210135732584648,-0.06044070831582266,-1.3434341192221517,-1.149629458414939,-0.04100975383162617,-1.3415841180619792,-1.1499316312869297,-0.023541158372140845,-1.3405428671530617,-1.1503026297009922,-0.11604991259606481,-1.3473162452009284,-1.1412602814113344,-0.13220448608277333,-1.3478368372341138,-1.141263400730172,-0.14618603734705754,-1.3478644654866774,-1.1415899934124933,-0.005370436103873086,-1.317100383976186,-0.7402678342550687,-0.16111907889261587,-1.322718522292461,-0.7210538328522133,-0.050393576182546446,-1.2044569012361281,-1.0551067003867736,-0.11995044255598467,-1.1998926916317616,-1.0493284964524199,0.09627436695985288,-0.8708478013679471,-0.5288977543316442,-0.19218809610035453,-0.9090379115505756,-0.3781900482049134,0.14618101747181353,-0.3786105992267999,-0.42468699357608725,-0.15621065245449442,-0.43703573071045304,-0.3448961322743924,0.1602218803557143,0.05963026917622565,-0.6411651586241034,-0.11098393827578393,-0.17976115318655453,-0.8457787048213855,0.184393631311772,0.24059174739200287,-0.7317179595673582,-0.09832503835703288,-0.08272306557095588,-0.9431547929139122,0.1545835355376247,0.24569018490904612,-0.8203062135065456,-0.10396290859304214,-0.09387060426682432,-1.0524918199667157,0.14011539949974197,0.18008418093306103,-0.6756942579718599,-0.09777483507573677,-0.12878023154769294,-0.9017173604168552,0.08850711377196065,-0.001318226279829853,0.025293103744645978,-0.08850723186045951,0.0013179865601771654,-0.025293103744645978,0.07978323902330613,0.6960604020683179,-0.052681081862488946,-0.11247685541199537,0.6627562815090274,-0.3354344361286856,-0.0006105872781673816,1.2973495700821882,0.6861871563636567,-0.11619765690473392,0.9588668687426254,0.756644770613217,-0.01472023359333574,1.35862154790319,0.7356955812642703,-0.10828482287859512,0.9522300054556115,0.8526827377668597,0.010997759477274657,1.47086546818097,0.34203458057680836,-0.11352226169922196,1.2049980584927946,0.5633661606471558,165,17.167673,21.41242,27.070465,80.061,122.69666,113.38162,141.63615
166,jumping_jacks_down,166,-0.015084890815486494,-1.3015493833273362,-1.237646810014488,-0.005622665880533353,-1.3813039218861098,-1.1792745606548474,0.005835548556652448,-1.3847754814541835,-1.179494709828374,0.01802181245117264,-1.387367253539299,-1.1796300230547407,-0.04435143052512736,-1.3682824460140979,-1.17852155687534,-0.06275980314192348,-1.3620943427500434,-1.1786457817219156,-0.07965479563002502,-1.3551863477518542,-1.1787917240460704,0.02833767335182248,-1.3558563089710716,-0.7851945270520908,-0.11604909546414491,-1.3144771219295552,-0.7747218475920393,0.005638044610351426,-1.2339201520995025,-1.0864027749911116,-0.041696445926973455,-1.217278834184103,-1.0839793844365924,0.15603827427125072,-0.8939132477302889,-0.5259839659188755,-0.18118062649640088,-0.8555518715082712,-0.44290181989416916,0.18788245855158917,-0.4211446909687225,-0.3721042864437937,-0.20761453657799311,-0.382210021453872,-0.2531293612230452,0.15879366228941516,0.022550971623265904,-0.7140951578433365,-0.19533208919024878,0.01162104193612922,-0.579180019620336,0.1807515258819967,0.14927853550368944,-0.8342664033295237,-0.2045570088005049,0.14796324589002569,-0.6819581244224816,0.14833683461964492,0.1478583021393551,-0.9513763811704825,-0.181758950020697,0.14670314666374465,-0.8186015626940385,0.13636512431291256,0.09986377240502173,-0.7638846731860315,-0.17011483025743632,0.0957988117406046,-0.6400518128647386,0.10040290386504606,-0.011216386059580266,-0.026852169453664077,-0.1004030482108185,0.011216386059580266,0.026852169453664077,0.13341884775893867,0.6725176047175876,-0.03872931359594067,-0.11333999432367287,0.6562369543981176,0.04251935461442279,0.1645574611554129,1.205422294307312,0.660484634939859,-0.12845231870932675,1.2209408426894974,0.6813120239968584,0.1664754949735993,1.2708055709278567,0.6980848277885984,-0.11996163136699074,1.2872646632408498,0.7164885638442194,0.14086066622942986,1.387311505452341,0.21555948098651606,-0.17508483891498666,1.3999605254903418,0.23794020551942996,166,10.106822,13.31985,22.107113,132.8774,126.36362,118.40023,123.98451
167,jumping_jacks_down,167,0.0733874151586296,-1.4506161850737544,-1.0581868922243756,0.1067674335447239,-1.5040679690093717,-0.9711896159199261,0.13279224175269838,-1.5012554395005582,-0.9715086572225231,0.15913522492026186,-1.496801794703978,-0.9715495555234982,0.026185804851064347,-1.4992882731832924,-1.0075746894197015,-0.00646738136989885,-1.492736646743455,-1.0074506369992424,-0.03946880786150574,-1.4852570953638737,-1.0078168211834702,0.19009589530319862,-1.437370763085078,-0.41549008493282835,-0.11987401604467696,-1.4251394313763412,-0.5805724608854448,0.11969441894315934,-1.3646870529292299,-0.8457810601267809,0.013524994086029467,-1.364703614643143,-0.8946367092890352,0.3855139504390118,-0.9667478432312332,-0.04454715260860954,-0.39572137159756715,-1.007796655877558,-0.27336671193075773,0.5332764265946508,-0.501333816883404,-0.2785397669738792,-0.5005707933008199,-0.42626963802656825,0.33531319885778593,0.6190398181893582,-0.872006817952974,-0.9917164904567867,-0.5061028253441712,0.01891975395635559,0.8470826479382576,0.6117188001755961,-0.9542682832708935,-1.1330061749181006,-0.5212660493761544,0.2001403649934152,0.9461682476497847,0.6078759642228475,-1.0168459664868985,-1.0394542609531026,-0.48518086384068,0.19770742206920938,0.778707352885002,0.5661397787437807,-0.9850670487080996,-0.9750785827866896,-0.4623876014399514,0.13407619664551695,0.8115627327038876,0.2371899803492264,-0.009984137908690769,0.04407644697891467,-0.2371899803492264,0.009984290937940041,-0.04407644697891467,0.2184866591156166,0.6652399655982626,0.11819864688721016,-0.17731182441430182,0.6792182495981343,0.35157319832858996,0.2735654524977166,1.486779366162084,1.2113817586363795,-0.15431429511614464,1.5468956726320828,1.460707797645602,0.2623207645325981,1.570702926584203,1.294629423419452,-0.16575483090176804,1.6351957708548577,1.552412006836315,0.2702586631958887,1.750606234693171,0.6713573345200827,-0.10343096397317815,1.816592693801003,0.8015147828323568,167,37.014523,40.10874,35.36074,158.37437,133.03899,172.85196,90.92087
168,jumping_jacks_down,168,0.012356179415623246,-1.2973323380313062,-1.2257496697249062,0.029774562649802834,-1.347877989350976,-1.1598919833781542,0.04074878724992286,-1.3460776224255548,-1.1599761964098168,0.050161676519127514,-1.3446463060859528,-1.160048746492492,-0.007481761065716853,-1.346973162508575,-1.1670289015621704,-0.02034797977049231,-1.3447605811861278,-1.1671651509662326,-0.031281622758111215,-1.342346198146336,-1.1673543741385943,0.06641638738306388,-1.3114183028210655,-0.7524267609798568,-0.0509529127783595,-1.3023154474358116,-0.7908063651122891,0.03639497351295728,-1.2247517790895543,-1.0720401770309202,-0.01073289420566886,-1.2215444245181204,-1.08371566096382,0.18745129791156792,-0.864356692812394,-0.47374039871900064,-0.16411776996948832,-0.8794796572664471,-0.5052847953477719,0.21110179646725794,-0.3992582340946333,-0.27103250293787545,-0.23052117332934272,-0.41585892688528814,-0.3476188815586751,0.2337533361922683,0.024360207531512044,-0.6117444335066866,-0.22730413960024415,0.0023373149268780904,-0.6409207718930472,0.2408254432597603,0.1533621766131027,-0.7173326204772194,-0.24010433511379675,0.1310443934282831,-0.7412730141649444,0.218333326237455,0.1446627153834534,-0.8341932983432927,-0.20876916306990337,0.1271422671756932,-0.8542981514071908,0.2092030683720561,0.09742437337802794,-0.6625788899631592,-0.19767414519811793,0.0844184085644844,-0.6898374471376539,0.09677543381640807,0.0035612627254841545,0.012237086536520541,-0.09677543381640807,-0.0035612627254841545,-0.012237086536520541,0.05565371777762888,0.6686296714978008,0.04888285705252323,-0.06157943107930321,0.6289074548377871,0.06660963481782388,0.042435225693652934,1.2036804926527145,0.8456738911286219,-0.03542100173298751,1.192934600253898,0.8279784071264462,0.03213961032538137,1.27349850227751,0.8990706865777455,-0.032772114938885634,1.2644187547911852,0.8804145679772651,0.05678041096961438,1.405693603672741,0.4617292180543962,-0.04395933550738804,1.3953536908982207,0.43686902098977554,168,15.659543,9.717962,10.473655,133.65398,127.01015,125.7346,117.70806
169,jumping_jacks_down,169,0.026459870350765288,-0.5890819697863525,-1.4596177660573444,0.04601242760194925,-0.6268229692124099,-1.4740301806014768,0.05802338930288362,-0.6230805677210343,-1.4739817527394012,0.07094310631628069,-0.6201801865342289,-1.4742981834537663,0.023107802140892884,-0.6414233804814611,-1.43595020970676,0.017384648067418785,-0.6481236638815225,-1.4360851832250265,0.012191419704160695,-0.6550214764007654,-1.4360751088157626,0.1068808571817086,-0.6169472791441061,-1.299377806100851,0.02727147418741301,-0.6663111775611328,-1.126711563092065,0.04410698682599246,-0.5408833682733867,-1.3738519044921178,0.01775443308890409,-0.5583973222674278,-1.3249261662889946,0.17437123367602156,-0.3681853113406095,-1.03905047537707,-0.03161541924508291,-0.5635769825812503,-0.724876841089915,0.17194418476353227,-0.0766079831724702,-0.8747041037240668,-0.08524351228209429,-0.4342394423448694,-0.30787512539829887,0.11990458216068749,0.16124842599821212,-0.8303053572926178,-0.06715032570882468,-0.21653141102022727,-0.16290628492620143,0.09661760282158231,0.2298896181697025,-0.886443264932822,-0.065062211737897,-0.15596414500619754,-0.16676558491384277,0.0877887840927221,0.2013175212502111,-0.9349979703016635,-0.05510667461184253,-0.15495352268740828,-0.2231846922933253,0.0902684744447756,0.17786136253308127,-0.8439125260717268,-0.05269809544967038,-0.1711150196408414,-0.18066597202573803,0.05727790658322457,0.029477709723239813,-0.08918263693991013,-0.05727809511018156,-0.0294776166380548,0.08918263693991013,0.012739815164693857,0.30152574957986106,0.3698336850060755,-0.08863935762967215,0.2515389816628246,0.6614356112289275,0.01858542927966471,0.4647885154158521,1.1456680664462833,-0.047873538620557904,0.3770255995782153,1.530882487579307,0.029157520252669933,0.4817069952333203,1.2132908006473349,-0.03203322797397977,0.3891014110174722,1.612666424154308,-0.022206986169906243,0.6221133301682213,0.952235932613613,-0.08992159309197706,0.5262042469997941,1.424040254857911,169,16.903395,38.27112,20.275743,161.24873,160.54347,139.45619,157.94107
170,jumping_jacks_down,170,0.005428765629088316,-1.3433666894136287,-1.2870222518511019,0.030335691033844106,-1.4001390517767527,-1.2172539417215529,0.046438113254947885,-1.3989936456686496,-1.2173440924925854,0.06179342895699543,-1.3984445829118435,-1.217400216774881,-0.012298354473121992,-1.4000148973688895,-1.2136159410630947,-0.02792861288788908,-1.3985583854060748,-1.2135977966493559,-0.041065163864455904,-1.397341452830714,-1.2135612335990003,0.08485652360798766,-1.3710613033496244,-0.7546724882143808,-0.05163267837832771,-1.3653430022373816,-0.7353370559620807,0.033660060701925336,-1.2657089413898253,-1.1095973306245421,-0.02237041908796199,-1.2687037979925315,-1.10525965029372,0.18836705389880135,-0.9093309919509136,-0.4754148785147672,-0.15417489798062553,-0.9185020333158449,-0.335669551793859,0.1902642877298378,-0.38296733091838225,-0.2419254784318708,-0.15371642246626563,-0.40039967925158904,-0.11107798710806623,0.23796656845082442,0.052779722968124804,-0.5988071067413349,-0.19460934922645035,0.012369231946235978,-0.5135156565086069,0.24483544020203302,0.19282134750835078,-0.7199097796065524,-0.2101728229445526,0.1637973924690578,-0.6330124802022142,0.22551824377109772,0.18401685072323257,-0.8439633648583302,-0.19637479611286196,0.15178356708342042,-0.7823283910208126,0.21700168100752848,0.1310279116957834,-0.6563542858453032,-0.18512656215342613,0.10303150634215406,-0.583591027705422,0.10076274850088425,-0.004931428619620041,-0.0907009032586186,-0.10076274850088425,0.004931257687359629,0.0907009032586186,0.08299660465502962,0.7588787472310816,-0.14283517869881912,-0.09158915229280935,0.7643675237947183,0.10688250276526705,0.09291321460571159,1.3938228990873858,0.801059984496493,-0.02985427449057684,1.4067649620583496,1.019332025836714,0.09633038358078552,1.478999609897717,0.8640481796795711,0.00047662200762225147,1.4804699015601344,1.0810754776742548,0.08063404430807296,1.6364525818691018,0.3184460698858076,-0.06972343584080974,1.638070679662581,0.5707687315762788,170,3.251548,5.354671,22.620218,126.347534,119.99987,112.22746,116.675224
171,jumping_jacks_down,171,0.007841298093721643,-1.4372499692864042,-0.9793931796565939,0.025090247341449285,-1.4961012298460301,-0.9113792991976155,0.03704086659225138,-1.4952579499182301,-0.9115707047112025,0.045923740341404375,-1.4936065427448268,-0.9116746490059273,-0.013396585547493577,-1.487539281103364,-0.9162926974730874,-0.027869551029408083,-1.4831564168148372,-0.9163716047925224,-0.04223521721385332,-1.476948280138707,-0.9165948952065026,0.06270754583830253,-1.4408786487568952,-0.5060433559395455,-0.06638742376075833,-1.429254355963679,-0.5255012665781323,0.0343573377445083,-1.3618661596088695,-0.8268255411394773,-0.017104840310464883,-1.3603847732004852,-0.8328728116451999,0.2048097863510592,-0.966575978310395,-0.25771786486653164,-0.1885903291744316,-0.9555799646245449,-0.2945985909281584,0.23048623770637172,-0.4854631064182501,-0.050291834736734896,-0.23857152280623806,-0.45858860455917544,-0.14257186641077477,0.24456011740633937,-0.08081605000888076,-0.3874417142681429,-0.2711702893564293,-0.01570166273315527,-0.45941619432875647,0.2485475080132028,0.049092803898431694,-0.4832600448152149,-0.29710398241754943,0.14400825113871743,-0.5723415308125724,0.23752984527290344,0.04305885200633961,-0.605218779650295,-0.27625567867712547,0.14198362964440722,-0.6907612819821103,0.2286451790493199,-0.006072970648496072,-0.44202085470345537,-0.2631333361911073,0.0953734917351468,-0.5160378665859999,0.10726269350750549,0.0004932958592625552,0.008676960245469944,-0.10726247485445833,-0.0004932958592625552,-0.008676960245469944,0.11446436560210421,0.6560939134389809,0.009777023428512804,-0.0857392564353251,0.671268170605712,0.03184701815182367,0.06374934591345481,1.0829200633116252,1.09549677033376,-0.04272230171671356,1.1493266035959349,0.9887255319872772,0.040314576055979025,1.1303898080438002,1.1831645562561222,-0.028146243245289682,1.1998761365668176,1.061794815063342,0.09700945143118572,1.3236249911073044,0.792417144304287,-0.07837905847875769,1.391929608035578,0.635139190539672,171,10.162524,11.5106735,17.265999,120.04036,111.50518,127.544785,116.91522
172,jumping_jacks_down,172,-0.07933629227139147,-1.283939529536491,-0.4304943904914754,-0.06784292013457817,-1.3370042926442065,-0.49487252368273393,-0.06288740549010731,-1.3370927445004466,-0.49516215119133655,-0.05724745100749129,-1.337890013978654,-0.4955964240661542,-0.07213662629971562,-1.3378290815468192,-0.3772214275426508,-0.06932720578865265,-1.3384511311934102,-0.37712854948528246,-0.06660555877039609,-1.3406717851659307,-0.3773675643462024,-0.017794593851342164,-1.3043094363479226,-0.6140092116873331,-0.040474053922735335,-1.3127646832747286,-0.08522359682520406,-0.06066990518589078,-1.2251036015436951,-0.4612804956621276,-0.06658085142703349,-1.2218746156543894,-0.3088934390642214,0.05835337584806423,-0.9843648315061191,-0.8947396470799112,-0.014799790084876675,-0.9395773772287701,0.3501768695685761,0.08258592735117773,-0.4646599002234677,-1.014532615623522,-0.007916293192535768,-0.45780046719144496,0.4868189304528663,0.09730164607560463,-0.00879133030290152,-0.927797427813262,0.02402679810034514,-0.03935934884622884,0.25685464051148144,0.10753793379223058,0.1384275399029587,-1.0409270392237386,0.026930585700569016,0.09005018873964127,0.26125974501794674,0.0818260664891354,0.14683530860603308,-1.0252298296434978,0.005243289884123144,0.11327942869648801,0.14874228444012513,0.08099827306195238,0.14872362944569642,-0.9147448734070891,0.009941361275498804,0.0678650246792339,0.20253586726892753,0.013746625080642429,-0.002798905998116736,-0.4173524220114257,-0.01374673429234418,0.0027991228579165744,0.4173524220114257,-0.004983357374002178,0.7223448864444131,-0.3495243296506268,-0.011480043498111747,0.6786665082703968,0.6730726079294103,0.17867686308558872,1.35624128441036,-0.09554129296497063,0.13496358046680643,1.2345772596170297,1.0949040327617887,0.24017002724805026,1.4192265113509432,-0.08511178232474834,0.19295658175454042,1.3297782787480976,1.1234741747708987,0.09985675727641465,1.537613679927549,-0.3732685653253657,0.05493232410187002,1.4141648857510574,0.9444417963240442,172,11.778982,39.21651,70.58137,159.91415,156.77719,135.31343,156.25249
